组别,姓名,性别,出生年,出身月,出生地,出生地（经度）,出生地（纬度）,籍贯,籍贯（精度）,籍贯（纬度）,毕业学校,毕业学校（经度）,毕业学校（纬度）,专业,毕业时间,当选时间,获得称谓的单位
18.0,王志明,男,,,,,,,,,,,,,,2008.0,
18.0,郑建成,男,,,,,,,,,,,,电子工程专业,,2008.0,
18.0,左明健,男,,,,,,,,,,,,,,2008.0,
18.0,田国强,男,,,,,,,,,华中科技大学,,,数学,,2008.0,
18.0,苏宝连,男,,,,,,,,,辽宁大学,,,,,2008.0,
18.0,李书欣,男,,,,,,,,,,,,,,2008.0,
18.0,王鹏,男,,,,,,,,,河南科技大学,,,,,2008.0,
18.0,董金堂,男,,,,,,,,,南开大学,,,生命科学,,2008.0,
18.0,张晓东,男,,,,,,,,,,,,,,2008.0,
18.0,徐洁,男,,,,,,,,,,,,,,2008.0,
18.0,张学记,男,,,,,,,,,,,,化学与生物工程,,2008.0,
18.0,胡国华,男,,,,,,,,,华东科技大学,,,化学与生物工程,,2008.0,
18.0,宋永端,男,,,,,,,,,四川大学,,,,,2008.0,
18.0,吴智深,男,,,,,,,,,东南大学,,,城市工程科学技术,,2008.0,
18.0,韩志玉,男,,,,,,,,,西安交通大学,,,,,2008.0,
18.0,史才军,男,,,,,,,,,东南大学土木工程系,,,土木建筑,,2008.0,
18.0,肖岩,男,,,,,,,,,天津大学,,,土木建筑,,2008.0,
18.0,谭蔚泓,男,,,,,,,,,湖南师范大学,,,化学与生物化学系,,2008.0,
18.0,梁顺林,男,,,,,,,,,南京大学,,,遥感信息工程,,2008.0,
18.0,严世都,男,,,,,,,,,福建医科大学,,,病理与细胞生物学系,,2008.0,
18.0,John Moore,男,,,,,,,,,,,, 全球 变化与地球系统,,2008.0,
18.0,段青云,男,,,,,,,,,武汉大学,,, 全球 变化与地球系统,,2008.0,
18.0,王兴利,男,,,,,,,,,山东大学,,,医学,,2008.0,
18.0,秦承忠,男,,,,,,,,,南开大学,,,博弈论与经济行为,,2008.0,
18.0,郭忠武,,,,,,,,,,,,,,,2008.0,
18.0,黄劲松,男,,,,,,,,,北京大学,,,李群表示论,,2008.0,
18.0,王向荣,男,,,,,,,,,武汉大学,,,,,2008.0,
18.0,刘同先,男,,,,,,,,,山东农业大学,,,,,2008.0,
18.0,奚绪光,男,,,,,,,,,,,,,,2008.0,
18.0,陈增建,男,,,,,,,,,南京农业大学,,,生物学,,2008.0,
18.0,陈景东,男,,,,,,,,,西北工业大学,,,信号处理和通信,,2008.0,
18.0,安立楠,男,,,,,,,,,清华大学,,,材料科学与工程系,,2008.0,
18.0,胡永才,男,,,,,,,,,北京师范大学,,,微电子系,,2008.0,
22.0,田志宇,男,1984,10,,,,,,,纽约州立大学石溪分校,116.316833,39.998877,数学,,2018.0,
22.0,訚琪峥,男,1986,7,,,,,,,巴黎第六大学,116.316833,39.998878,数学,2011,2018.0,
22.0,周珍楠,男,1987,11,,,,,,,威斯康星大学麦迪逊分校,116.316833,39.998879,数学,2013,2018.0,
22.0,何庆林,男,1988,10,,,,,,,香港科技大学,116.316833,39.99888,物理,2014,2018.0,
22.0,刘 阳,男,1985,2,,,,,,,香港中文大学,116.316833,39.998881,物理,2015,2018.0,
22.0,王剑威,男,1986,2,,,,,,,布里斯托尔大学,116.316833,39.998882,物理,2015,2018.0,
22.0,赵鹏巍,男,1985,12,,,,,,,北京大学,116.316833,39.998883,物理,2011,2018.0,
22.0,黄闻亮,男,1986,6,,,,,,, 加州大学洛杉矶分校,116.316833,39.998884,化学,2012,2018.0,
22.0,王 潇,女,1988,8,,,,,,,芝加哥大学,116.316833,39.998885,化学,,2018.0,
22.0,雷 霆,男,1987,1,,,,,,,,116.316833,39.998886,化学,2015,2018.0,
22.0,季 雄,男,1986,6,,,,,,,武汉大学,116.316833,39.998887,生命科学,,2018.0,
22.0,李 龙,男,1981,11,,,,,,,普度大学,116.316833,39.998888,生命科学,2013,2018.0,
22.0,张 勇,男,1978,2,,,,,,,霍普金斯大学,116.316833,39.998889,生命科学,2009,2018.0,
22.0,邢 栋,男,1983,9,,,,,,,,116.316833,39.99889,生命科学,2008,2018.0,
22.0,刘颖君,女,1983,12,,,,,,,,116.316833,39.998891,环境与地球科学,,2018.0,
22.0,Mikinori Kuwata,男,1981,12,,,,,,,,116.316833,39.998892,环境与地球科学,,2018.0,
22.0,刘平平,女,1986,11,,,,,,,香港大学,116.316833,39.998893,环境与地球科学,,2018.0,
22.0,薛 莲,女,1985,9,,,,,,,加州大学圣克鲁兹分校,116.316833,39.998894,环境与地球科学,2014,2018.0,
22.0,王路达,男,1985,1,,,,,,,科罗拉多大学博尔德分校,116.316833,39.998895,工程科学,2015,2018.0,
22.0,杨延涛,男,1983,1,,,,,,,北京大学工学院,116.316833,39.998896,工程科学,2014,2018.0,
22.0,宋 柏,男,1985,11,,,,,,,,116.316833,39.998897,工程科学,2009,2018.0,
22.0,贺 明,男,1982,10,,,,,,,加州理工学院,116.316833,39.998898,信息科学,,2018.0,
22.0,Andrew Stephen Lee,男,1983,5,,,,,,,,116.316833,39.998899,医学,2017,2018.0,
22.0,刘志博,男,1989,5,,,,,,,英属哥伦比亚大学,116.316833,39.9989,医学,,2018.0,
22.0,徐正仁,男,1983,9,,,,,,,北京大学医学部,116.316833,39.998901,医学,2014,2018.0,
22.0,毕凯明,男,1983,4,,,,,,,西澳大利亚大学,116.488157,39.881251,工程科学,2012,2018.0,
22.0,王 腾,男,1984,11,,,,,,,,116.353792,39.98766,化学,2011,2018.0,
22.0,Liang Dai,男,1983,9,,,,,,,,116.353792,39.98767,化学,,2018.0,
22.0,Keizo Fujimoto,男,1977,12,,,,,,,京都大学,116.353792,39.98768,环境与地球科学,,2018.0,
22.0,梁林云,男,1981,3,,,,,,,,116.353792,39.98769,材料科学,2006,2018.0,
22.0,张晓亮,男,1983,5,,,,,,,,116.353792,39.9877,材料科学,,2018.0,
22.0,Mahian Omid Alireza,男,1984,8,,,,,,,,116.353792,39.98771,工程科学,,2018.0,
22.0,王伟宗,男,1984,4,,,,,,,,116.353792,39.98772,工程科学,,2018.0,
22.0,闫凤军,男,1981,8,,,,,,,麦克马斯特大学,116.353792,39.98773,工程科学,,2018.0,
22.0,张 俊,男,1982,9,,,,,,,中国科学院力学研究所,116.353792,39.98774,工程科学,,2018.0,
22.0,聂天晓,男,1985,5,,,,,,,加州大学洛杉矶分校,116.353792,39.98775,信息科学,2009,2018.0,
22.0,王 璞,男,1984,9,,,,,,,,116.353792,39.98776,信息科学,,2018.0,
22.0,余 翔,男,1981,11,,,,,,,加拿大康考迪亚大学,116.353792,39.98777,信息科学,,2018.0,
22.0,王德峰,男,1978,2,,,,,,,香港中文大学,116.353792,39.98778,信息科学,2017,2018.0,
22.0,刘 瑶,男,1985,11,,,,,,,,116.257167,40.221718,化学,2017,2018.0,
22.0,于 乐,男,1985,9,,,,,,,,116.257167,40.221719,工程科学,,2018.0,
22.0,王 刚,男,1985,9,,,,,,,,116.321759,39.965945,物理,,2018.0,
22.0,吕红金,男,1988,2,,,,,,,艾莫利大学,116.321759,39.965946,化学,,2018.0,
22.0,董 磊,男,1982,3,,,,,,,,116.321759,39.965947,生命科学,2015,2018.0,
22.0,金 花,女,1979,4,,,,,,,,116.321759,39.965948,生命科学,2015,2018.0,
22.0,尹 平,男,1986,7,,,,,,,,116.321759,39.965949,材料科学,,2018.0,
22.0,俞成浦,男,1984,10,,,,,,,  南洋理工大学,116.321759,39.96595,信息科学,,2018.0,
22.0,张美慧,女,1985,3,,,,,,,新加坡国立大学,116.321759,39.965951,信息科学,2014,2018.0,
22.0,史大威,男,1986,6,,,,,,,加拿大阿尔伯塔大学,116.321759,39.965952,信息科学,2013,2018.0,
22.0,汪冬冬,男,1981,5,,,,,,,美国马里兰大学,116.372304,39.967488,环境与地球科学,2014,2018.0,
22.0,濮 冰,女,1982,3,,,,,,,美国普林斯顿大学,116.372304,39.967489,环境与地球科学,2009,2018.0,
22.0,Donovan William Ross Goodchild,男,1982,6,,,,,,,,116.333134,40.009545,数学,2015,2018.0,
22.0,荆文甲,男,1984,3,,,,,,,哥伦比亚大学,116.333134,40.009546,数学,,2018.0,
22.0,吴云辉,男,1981,9,,,,,,,美国布朗大学,116.333134,40.009547,数学,2011,2018.0,
22.0,许俊彦,男,1984,12,,,,,,,,116.333134,40.009548,数学,2012,2018.0,
22.0,薛金鑫,男,1985,5,,,,,,,,116.333134,40.009549,数学,,2018.0,
22.0,刘 东,男,1983,9,,,,,,,中国社会科学院,116.333134,40.00955,物理,,2018.0,
22.0,杨鲁懿,女,1984,9,,,,,,,,116.333134,40.009551,物理,,2018.0,
22.0,张 浩,男,1987,6,,,,,,,北京理工大学光电学院,116.333134,40.009552,物理,,2018.0,
22.0,白雪宁,男,1985,6,,,,,,,普林斯顿大学,116.333134,40.009553,物理,2011,2018.0,
22.0,徐 勇,男,1983,9,,,,,,,清华大学高等研究院,116.333134,40.009554,物理,2012,2018.0,
22.0,颜文斌,男,1985,12,,,,,,,,116.333134,40.009555,物理,2010,2018.0,
22.0,陈文兰,女,1983,8,,,,,,,,116.333134,40.009556,物理,,2018.0,
22.0,续本达,男,1986,9,,,,,,,清华大学,116.333134,40.009557,物理,,2018.0,
22.0,张 昊,男,1985,2,,,,,,,芝加哥大学,116.333134,40.009558,化学,2009,2018.0,
22.0,佟 硕,女,1984,3,,,,,,,中国科学院化学研究所,116.333134,40.009559,化学,2015,2018.0,
22.0,肖 海,男,1984,8,,,,,,,加州理工大学,116.333134,40.00956,化学,2012,2018.0,
22.0,陈 默,女,1983,8,,,,,,,美国哥伦比亚大学,116.333134,40.009561,生命科学,2010,2018.0,
22.0,谷杨楠,男,1984,12,,,,,,,美国印第安纳大学,116.333134,40.009562,生命科学,2011,2018.0,
22.0,李寅青,男,1986,4,,,,,,,麻省理工学院,116.333134,40.009563,生命科学,2013,2018.0,
22.0,刘锦涛,男,1982,7,,,,,,,美国匹兹堡大学,116.333134,40.009564,生命科学,2016,2018.0,
22.0,葛 亮,男,1983,6,,,,,,,中科院上海生化细胞所 ,116.333134,40.009565,生命科学,2011,2018.0,
22.0,蓝 勋,男,1982,11,,,,,,,俄亥俄州立大学,116.333134,40.009566,生命科学,2011,2018.0,
22.0,杨雨亭,男,1986,6,,,,,,,清华大学,116.333134,40.009567,环境与地球科学,2012,2018.0,
22.0,刘 竹,男,1985,6,,,,,,,哈佛大学,116.333134,40.009568,环境与地球科学,2013,2018.0,
22.0,孙竞博,男,1985,4,,,,,,,清华大学,116.333134,40.009569,材料科学,,2018.0,
22.0,徐 宏,男,1987,5,,,,,,,清华大学高等研究院,116.333134,40.00957,材料科学,2012,2018.0,
22.0,符汪洋,男,1982,5,,,,,,,中国科学院物理研究所,116.333134,40.009571,材料科学,2010,2018.0,
22.0,黄杜若,女,1986,6,,,,,,,香港科技大学,116.333134,40.009572,工程科学,2009,2018.0,
22.0,孙 浩,男,1988,8,,,,,,,,116.333134,40.009573,工程科学,2016,2018.0,
22.0,吴必胜,男,1980,1,,,,,,,,116.333134,40.009574,工程科学,,2018.0,
22.0,张 熠,男,1987,2,,,,,,,,116.333134,40.009575,工程科学,,2018.0,
22.0,高河伟,男,1979,10,,,,,,,清华大学,116.333134,40.009576,工程科学,,2018.0,
22.0,王 哲,男,1986,1,,,,,,,麻省理工学院,116.333134,40.009577,工程科学,2010,2018.0,
22.0,熊少敏,男,1987,3,,,,,,,加州大学伯克利分校,116.333134,40.009578,工程科学,2015,2018.0,
22.0,赵慧婵,女,1989,9,,,,,,,康奈尔大学,116.333134,40.009579,工程科学,2014,2018.0,
22.0,李 琦,男,1984,10,,,,,,,武汉理工大学,116.333134,40.00958,工程科学,2017,2018.0,
22.0,曹海山,男,1981,11,,,,,,,,116.333134,40.009581,工程科学,,2018.0,
22.0,李 杨,男,1984,1,,,,,,,,116.333134,40.009582,工程科学,,2018.0,
22.0,刘 荔,男,1984,5,,,,,,,,116.333134,40.009583,工程科学,,2018.0,
22.0,王海东,男,1983,12,,,,,,,清华大学,116.333134,40.009584,工程科学,,2018.0,
22.0,邓 伟,男,1984,5,,,,,,,清华大学,116.333134,40.009585,信息科学,2017,2018.0,
22.0,唐建石,男,1988,5,,,,,,,清华大学,116.333134,40.009586,信息科学,2017,2018.0,
22.0,莫一林,男,1985,8,,,,,,,卡内基梅隆大学,116.333134,40.009587,信息科学,2008,2018.0,
22.0,张 超,男,1986,5,,,,,,,美国俄勒冈健康医科大学,116.333134,40.009588,信息科学,2012,2018.0,
22.0,杨原牧,男,1989,8,,,,,,,,116.333134,40.009589,信息科学,2012,2018.0,
22.0,David Charles Joseph,男,1979,9,,,,,,,哥伦比亚大学,116.333134,40.00959,医学,,2018.0,
22.0,彭 敏,男,1981,1,,,,,,,北京协和医学院,116.333134,40.009591,医学,,2018.0,
22.0,郑撼球,男,1980,12,,,,,,,美国奥尔巴尼医学院,116.333134,40.009592,医学,2010,2018.0,
22.0,王水炯,男,1986,1,,,,,,,印第安纳大学,116.354524,39.996876,环境与地球科学,2010,2018.0,
22.0,王 瑞,男,1986,3,,,,,,,加拿大阿尔伯塔大学,116.354524,39.996877,环境与地球科学,,2018.0,
22.0,Cuicui Luo,女,1983,1,,,,,,,,116.255601,39.91587,数学,2014,2018.0,
22.0,毛金海,男,1984,1,,,,,,,,116.255601,39.91588,物理,,2018.0,
22.0,顾 波,男,1977,12,,,,,,,,116.255601,39.91589,物理,,2018.0,
22.0,吴佳俊,男,1985,2,,,,,,,中科院高能物理研究所,116.255601,39.9159,物理,,2018.0,
22.0,郑 浩,男,1985,2,,,,,,,德国马普所,116.289221,40.03316,生命科学,,2018.0,
22.0,Dehghanpour Hosseinabadi Hassan,男,1982,5,,,,,,,,116.253981,40.224412,工程科学,2015,2018.0,
22.0,骆 昆,男,1984,10,,,,,,,牛津大学,117.175215,39.109359,化学,,2018.0,
22.0,张新星,男,1987,4,,,,,,,约翰霍普金斯大学,117.175215,39.10936,化学,2014,2018.0,
22.0,朱春雷,男,1985,9,,,,,,,中国科学院化学研究所,117.175215,39.109361,化学,2015,2018.0,
22.0,黄兴禄,男,1981,11,,,,,,,约翰霍普金斯大学,117.175215,39.109362,生命科学,2013,2018.0,
22.0,徐文涛,男,1982,3,,,,,,,,117.175215,39.109363,信息科学,,2018.0,
22.0,朱 震,男,1988,2,,,,,,,,117.175215,39.109364,信息科学,,2018.0,
22.0,张娟娟,女,1984,2,,,,,,,美国卡耐基梅隆大学,117.175215,39.109365,信息科学,,2018.0,
22.0,张 勇,男,1984,8,,,,,,,,117.180115,39.116464,数学,2016,2018.0,
22.0,张 淳,男,1986,3,,,,,,,北京大学,117.180115,39.116465,化学,,2018.0,
22.0,费竹平,男,1981,4,,,,,,,帝国理工学院,117.180115,39.116466,化学,2013,2018.0,
22.0,高洪营,男,1983,1,,,,,,,,117.180115,39.116467,化学,,2018.0,
22.0,罗浪里,男,1982,8,,,,,,,美国纽约州立大学,117.180115,39.116468,化学,,2018.0,
22.0,孙 哲,男,1987,5,,,,,,,,117.180115,39.116469,材料科学,2012,2018.0,
22.0,王鹏飞,男,1984,11,,,,,,,天津大学,117.180115,39.11647,材料科学,,2018.0,
22.0,张育淼,男,1988,5,,,,,,,布法罗大学,117.180115,39.116471,材料科学,2010,2018.0,
22.0,高廷阁,男,1981,11,,,,,,,,117.180115,39.116472,信息科学,2014,2018.0,
22.0,熊乃学,男,1978,8,,,,,,,,117.180115,39.116473,信息科学,,2018.0,
22.0,王晓飞,男,1982,8,,,,,,,韩国首尔国立大学,117.180115,39.116474,信息科学,,2018.0,
22.0,程振洲,男,1983,6,,,,,,,香港中文大学,117.180115,39.116475,信息科学,2013,2018.0,
22.0,孟垂舟,男,1982,12,,,,,,,清华大学,117.181723,39.184147,工程科学,2013,2018.0,
22.0,王春燕,女,1983,9,,,,,,,国科学院长春应用化学研究所,111.698412,40.816547,化学,2011,2018.0,
22.0,方蔚瑞,男,1983,12,,,,,,,中科院物理所,121.531261,38.888106,物理,2011,2018.0,
22.0,高峻峰,男,1983,9,,,,,,,大连理工,121.531261,38.888107,化学,2011,2018.0,
22.0,邵 堃,女,1985,5,,,,,,,上海大学,38.880598,121.529021,工程科学,2012,2018.0,
22.0,郝广波,男,1981,10,,,,,,,东北大学,41.658882,123.418143,工程科学,2015,2018.0,
22.0,李 琳,男,1978,4,,,,,,,名古屋大学,41.658882,123.418143,工程科学,2008,2018.0,
22.0,李 犁,男,1985,11,,,,,,,卡内基梅隆大学,41.658882,123.418143,工程科学,2002,2018.0,
22.0,李 刚,男,1981,3,,,,,,,大连理工大学,41.658882,123.418143,工程科学,2012,2018.0,
22.0,李渝哲,男,1989,9,,,,,,,,41.658882,123.418143,信息科学,2010,2018.0,
22.0,张 莹,女,1982,4,,,,,,,中国农业科学院,41.823036,123.569222,生命科学,,2018.0,
22.0,Peng Weng Kung,男,1979,3,,,,,,,,41.833861,123.542413,医学,2013,2018.0,
22.0,曹宏媛,女,1983,11,,,,,,,美国密苏里大学,43.883631,125.319631,数学,,2018.0,
22.0,Masoud Hayatdavoodi,男,1981,9,,,,,,,,45.775896,126.682267,工程科学,,2018.0,
22.0,李 科,男,1981,12,,,,,,,中国科学技术大学,45.775896,126.682267,数学,,2018.0,
22.0,朱悉铭,男,1984,2,,,,,,,清华大学,45.775896,126.682267,工程科学,2009,2018.0,
22.0,吴 健,男,1985,11,,,,,,,法国普瓦提埃大学,45.775896,126.682267,工程科学,2010,2018.0,
22.0,陈佳源,男,1985,9,,,,,,,,31.297062,121.504721,数学,2012,2018.0,
22.0,邵美悦,男,1983,12,,,,,,,瑞典Umea University大学,31.297062,121.504721,数学,,2018.0,
22.0,王国祯,男,1985,11,,,,,,,美国麻省理工学院,31.297062,121.504721,数学,2012,2018.0,
22.0,肖 孟,男,1988,4,,,,,,,美国佐治亚理工学院,31.297062,121.504721,物理,2015,2018.0,
22.0,陶镇生,男,1982,11,,,,,,,美国密歇根州立大学,31.297062,121.504721,物理,2006,2018.0,
22.0,刘 倩,女,1984,5,,,,,,,复旦大学,31.297062,121.504721,化学,2014,2018.0,
22.0,张 颖,男,1982,4,,,,,,,,31.297062,121.504721,化学,,2018.0,
22.0,宋 亮,女,1980,8,,,,,,,美国华盛顿大学,31.297062,121.504721,生命科学,,2018.0,
22.0,江 燕,女,1978,6,,,,,,,麻省大学医学院,31.297062,121.504721,生命科学,2010,2018.0,
22.0,刘凌峰,男,1979,11,,,,,,,复旦大学,31.297062,121.504721,生命科学,2009,2018.0,
22.0,吕 雷,男,1981,12,,,,,,,复旦大学,31.297062,121.504721,生命科学,,2018.0,
22.0,郑小凤,女,1985,5,,,,,,,,31.297062,121.504721,生命科学,2011,2018.0,
22.0,樊少华,男,1981,10,,,,,,,,31.297062,121.504721,生命科学,,2018.0,
22.0,丰伟军,男,1978,10,,,,,,,,31.297062,121.504721,生命科学,,2018.0,
22.0,李 晋,男,1984,10,,,,,,,,31.297062,121.504721,生命科学,,2018.0,
22.0,于肖飞,男,1982,8,,,,,,,,31.297062,121.504721,生命科学,,2018.0,
22.0,贺 强,男,1985,5,,,,,,,,31.297062,121.504721,环境与地球科学,,2018.0,
22.0,王 戎,男,1987,2,,,,,,,北京大学,31.297062,121.504721,环境与地球科学,,2018.0,
22.0,王梓萌,男,1986,6,,,,,,,圣路易斯华盛顿大学,31.297062,121.504721,环境与地球科学,2013,2018.0,
22.0,赵德峰,男,1982,11,,,,,,,北京大学,31.297062,121.504721,环境与地球科学,2013,2018.0,
22.0,朱杰顺,男,1980,10,,,,,,,北京大学,31.297062,121.504721,环境与地球科学,2010,2018.0,
22.0,李 卓,女,1985,3,,,,,,,西安交通大学,31.297062,121.504721,材料科学,2010,2018.0,
22.0,刘 嘉,男,1987,10,,,,,,,,31.297062,121.504721,材料科学,2007,2018.0,
22.0,陈 涛,男,1984,1,,,,,,,复旦大学,31.297062,121.504721,信息科学,,2018.0,
22.0,陆 叶,男,1984,5,,,,,,,,31.297062,121.504721,信息科学,2012,2018.0,
22.0,徐佳伟,男,1981,10,,,,,,,,31.297062,121.504721,信息科学,,2018.0,
22.0,邹 卓,男,1982,7,,,,,,,,31.297062,121.504721,信息科学,,2018.0,
22.0,黄雄川,男,1984,1,,,,,,,代尔夫特理工大学,31.297062,121.504721,信息科学,,2018.0,
22.0,付彦伟,男,1986,11,,,,,,,伦敦大学,31.297062,121.504721,信息科学,2014,2018.0,
22.0,王 乔,男,1983,9,,,,,,,,31.297062,121.504721,医学,2011,2018.0,
22.0,张 荣,男,1983,8,,,,,,,,31.297062,121.504721,医学,,2018.0,
22.0,黄 海,男,1977,11,,,,,,,复旦大学,31.297062,121.504721,医学,,2018.0,
22.0,罗 敏,女,1977,10,,,,,,,,31.297062,121.504721,医学,2013,2018.0,
22.0,张志鹏,男,1983,9,,,,,,,中国科学院,31.141792,121.42696,化学,,2018.0,
22.0,王金虎,男,1978,8,,,,,,,,31.141792,121.42696,生命科学,,2018.0,
22.0,吕 鑫,男,1986,6,,,,,,,厦门大学,31.225999,121.407337,数学,,2018.0,
22.0,Konstantin Dorfman,男,1986,3,,,,,,,,31.225999,121.407337,物理,1996,2018.0,
22.0,崔晓燕,女,1985,9,,,,,,,美国纽约大学,31.225999,121.407337,化学,,2018.0,
22.0,万晶晶,女,1986,5,,,,,,,澳大利亚昆士兰大学,31.225999,121.407337,化学,2015,2018.0,
22.0,董开武,男,1986,10,,,,,,,,31.225999,121.407337,化学,,2018.0,
22.0,Craven Dylan James,男,1978,5,,,,,,,,31.225999,121.407337,环境与地球科学,,2018.0,
22.0,陈伦锦,男,1983,3,,,,,,,美国UT达拉斯大学,31.225999,121.407337,环境与地球科学,,2018.0,
22.0,Laekhanukit Mr. Bundit,男,1981,4,,,,,,,,31.308282,121.496213,信息科学,,2018.0,
22.0,刘 浩,男,1981,3,,,,,,,澳大利亚卧龙岗大学,31.312093,121.396395,环境与地球科学,,2018.0,
22.0,王小宇,男,1978,8,,,,,,,,31.274274,121.547007,工程科学,2011,2018.0,
22.0,费佳睿,男,1981,11,,,,,,,美国密歇根大学,31.20124,121.432884,数学,,2018.0,
22.0,蔡 子,男,1985,1,,,,,,,中国科学院,31.20124,121.432884,物理,2010,2018.0,
22.0,严 兢,男,1987,5,,,,,,,,31.20124,121.432884,物理,2010,2018.0,
22.0,韩家信,男,1984,8,,,,,,,,31.20124,121.432884,物理,,2018.0,
22.0,韩 达,男,1986,11,,,,,,,,31.20124,121.432884,化学,,2018.0,
22.0,杨 洋,男,1983,4,,,,,,,中国科学院 ,31.20124,121.432884,化学,,2018.0,
22.0,陈 刚,男,1985,3,,,,,,,日本横浜国立大学,31.20124,121.432884,化学,2009,2018.0,
22.0,周 琳,女,1987,11,,,,,,,北京大学,31.20124,121.432884,化学,1993,2018.0,
22.0,罗树坤,男,1983,8,,,,,,,叶克穷实验室,31.20124,121.432884,生命科学,2013,2018.0,
22.0,Wen Yang,男,1979,1,,,,,,,,31.20124,121.432884,生命科学,2011,2018.0,
22.0,尹若贺,男,1977,9,,,,,,,慕尼黑大学,31.20124,121.432884,生命科学,,2018.0,
22.0,曹 玲,女,1983,2,,,,,,,美国密歇根大学,31.20124,121.432884,环境与地球科学,2010,2018.0,
22.0,刘尽尧,男,1983,1,,,,,,,上海交通大学,31.20124,121.432884,材料科学,2011,2018.0,
22.0,韩兆龙,男,1983,5,,,,,,,上海交通大学,31.20124,121.432884,工程科学,2013,2018.0,
22.0,胡逊祥,男,1985,1,,,,,,,清华大学,31.20124,121.432884,工程科学,2013,2018.0,
22.0,张鹏飞,男,1986,1,,,,,,,上海交通大学,31.20124,121.432884,工程科学,2009,2018.0,
22.0,钱小石,男,1985,4,,,,,,,,31.20124,121.432884,工程科学,2008,2018.0,
22.0,何建平,男,1982,8,,,,,,,浙江大学,31.20124,121.432884,信息科学,,2018.0,
22.0,殷 翔,男,1991,1,,,,,,,密歇根大学,31.20124,121.432884,信息科学,2013,2018.0,
22.0,涂仕奎,男,1983,10,,,,,,,,31.20124,121.432884,信息科学,,2018.0,
22.0,朱 博,男,1985,4,,,,,,,,31.20124,121.432884,信息科学,,2018.0,
22.0,赵 俊,男,1989,10,,,,,,,上海交通大学,31.20124,121.432884,信息科学,,2018.0,
22.0,诸葛群碧,男,1987,10,,,,,,,,31.20124,121.432884,信息科学,2006,2018.0,
22.0,李华兵,男,1980,4,,,,,,,南开大学,31.20124,121.432884,医学,,2018.0,
22.0,殷 昊,男,1982,7,,,,,,,,31.20124,121.432884,医学,,2018.0,
22.0,颜世超,男,1984,9,,,,,,,中国科学院,31.202903,121.453086,物理,,2018.0,
22.0,刘 巍,女,1985,8,,,,,,,清华大学 ,31.202903,121.453086,材料科学,2012,2018.0,
22.0,齐彦鹏,男,1982,8,,,,,,,中国科学院,31.202903,121.453086,材料科学,2013,2018.0,
22.0,吴 昊,男,1981,9,,,,,,,法国里尔科技大学,31.282439,121.506364,数学,2011,2018.0,
22.0,徐 涛,男,1985,3,,,,,,,中国科学院,31.282439,121.506364,化学,2010,2018.0,
22.0,尹晓磊,男,1982,5,,,,,,,北京大学,31.282439,121.506364,生命科学,2012,2018.0,
22.0,王群明,男,1988,9,,,,,,,,31.282439,121.506364,环境与地球科学,2009,2018.0,
22.0,伽 龙,男,1988,3,,,,,,,华中科技大学,31.282439,121.506364,材料科学,,2018.0,
22.0,何晓明,男,1982,10,,,,,,,,31.282439,121.506364,材料科学,2014,2018.0,
22.0,程 陶,男,1980,10,,,,,,,,31.282439,121.506364,工程科学,,2018.0,
22.0,肖强凤,男,1977,11,,,,,,,,31.282439,121.506364,工程科学,,2018.0,
22.0,韦 萍,女,1986,9,,,,,,,香港中文大学,31.282439,121.506364,工程科学,,2018.0,
22.0,王 爽,男,1981,8,,,,,,,加利福尼亚大学,31.282439,121.506364,信息科学,2012,2018.0,
22.0,Qiaolin Deng,女,1978,8,,,,,,,,31.282439,121.506364,医学,,2018.0,
22.0,潘 文,女,1984,4,,,,,,,耶鲁大学,31.282439,121.506364,医学,,2018.0,
22.0,王 苏,男,1987,10,,,,,,,,32.053383,118.795,生命科学,,2018.0,
22.0,钟 立,男,1984,1,,,,,,,南京大学,32.053383,118.795,材料科学,,2018.0,
22.0,冷 真,男,1978,10,,,,,,,南京大学,32.053383,118.795,工程科学,1998,2018.0,
22.0,邓富金,男,1983,6,,,,,,,上海交通大学,32.053383,118.795,工程科学,2009,2018.0,
22.0,罗 宇,男,1982,6,,,,,,,,32.053383,118.795,信息科学,2008,2018.0,
22.0,吕俊鹏,男,1983,6,,,,,,,新加坡国立大学,32.053383,118.795,信息科学,,2018.0,
22.0,陈 宫,男,1982,9,,,,,,,南京大学,32.057094,118.779089,物理,2013,2018.0,
22.0,张 琦,男,1985,8,,,,,,,,32.057094,118.779089,物理,2015,2018.0,
22.0,吴雪军,男,1982,11,,,,,,,北京大学,32.057094,118.779089,化学,,2018.0,
22.0,谢 劲,男,1985,6,,,,,,,南京大学,32.057094,118.779089,化学,2010,2018.0,
22.0,徐伟高,男,1986,4,,,,,,,北京大学,32.057094,118.779089,化学,2013,2018.0,
22.0,董咸池,男,1982,3,,,,,,,,32.057094,118.779089,生命科学,2013,2018.0,
22.0,彭 建,男,1986,12,,,,,,,,32.057094,118.779089,环境与地球科学,,2018.0,
22.0,周 晨,男,1986,12,,,,,,,,32.057094,118.779089,环境与地球科学,,2018.0,
22.0,杨玉荣,男,1980,3,,,,,,,厦门大学,32.057094,118.779089,材料科学,,2018.0,
22.0,钟 苗,男,1982,5,,,,,,,南京大学,32.057094,118.779089,材料科学,1996,2018.0,
22.0,曾志远,男,1983,1,,,,,,,,32.057094,118.779089,工程科学,1998,2018.0,
